,Total On-Peak (kW),Total Off-Peak (kW),DP-CH-1 MAIN,DP-CH-2 MAIN,DP-CH-3 MAIN,DP-CH-4 MAIN,DP-CH-5 MAIN,Total kWh,Type_of_Peak
7/2/2023 17:45,1869.3,,98.84,441.79,440.11,654.77,233.79,1869.3,On-Peak
7/2/2023 18:00,1304.79,,98.58,281.67,389.94,307.45,227.15,1304.79,On-Peak
7/2/2023 18:15,757.99,,97.11,175.08,217.2,134.98,133.62,757.99,On-Peak
7/2/2023 18:30,840.75,,96.04,188.89,254.51,136.82,164.49,840.75,On-Peak
7/2/2023 18:45,847,,95.94,203.7,251.18,136.27,159.91,847,On-Peak
7/2/2023 19:00,819.83,,95.91,191.48,241.79,137.11,153.54,819.83,On-Peak
7/2/2023 19:15,789.72,,95.92,180.81,229.83,136.44,146.72,789.72,On-Peak
7/2/2023 19:30,772.3,,95.82,174.09,223.12,136.52,142.75,772.3,On-Peak
7/2/2023 19:45,766.29,,95.89,171.5,222.33,136.17,140.4,766.29,On-Peak
7/2/2023 20:00,723.03,,95.44,158.32,205.82,136.12,127.33,723.03,On-Peak
7/2/2023 20:15,639.11,,95.04,155.12,199.83,135.56,53.56,639.11,On-Peak
7/2/2023 20:30,597.75,,89.22,162.38,209.85,135.4,0.9,597.75,On-Peak
7/2/2023 20:45,571.78,,88.91,139.23,204.24,138.54,0.86,571.78,On-Peak
7/2/2023 21:00,581.35,,90.95,139.35,205.82,144.3,0.93,581.35,On-Peak
7/2/2023 21:15,548.09,,89.2,132.63,189.41,136.39,0.46,548.09,On-Peak
7/2/2023 21:30,411.73,,88.34,102.41,86.61,133.84,0.53,411.73,On-Peak
7/2/2023 21:45,193.25,,49.25,105.43,10.24,27.93,0.4,193.25,On-Peak
7/2/2023 22:00,,140,5.92,125.41,6.69,1.61,0.37,140,Off-Peak
7/2/2023 22:15,,141.14,5.74,125.99,6.72,2.2,0.49,141.14,Off-Peak
7/2/2023 22:30,,131.46,5.72,117.34,6.21,1.97,0.22,131.46,Off-Peak
7/2/2023 22:45,,130.81,5.71,116.19,6.6,1.64,0.67,130.81,Off-Peak
7/2/2023 23:00,,130.68,5.7,116.55,6.03,2.4,0,130.68,Off-Peak
7/2/2023 23:15,,132.55,5.72,117.98,6.59,1.37,0.89,132.55,Off-Peak
7/2/2023 23:30,,131.96,5.71,117.93,6.02,2.3,0,131.96,Off-Peak
7/2/2023 23:45,,137.58,5.7,117.05,6.53,7.66,0.64,137.58,Off-Peak
8/2/2023 0:00,,122.3,4.55,110.81,5.04,1.65,0.25,122.3,Off-Peak
8/2/2023 0:15,,119.82,5.89,105.95,5.13,2.47,0.38,119.82,Off-Peak
8/2/2023 0:30,,118.04,6.54,104.94,4.79,1.28,0.49,118.04,Off-Peak
8/2/2023 0:45,,119.42,4.81,107.09,5.04,2.34,0.14,119.42,Off-Peak
8/2/2023 1:00,,119.32,4.54,107.28,4.87,1.91,0.72,119.32,Off-Peak
8/2/2023 1:15,,118.27,4.54,107.07,4.97,1.69,0,118.27,Off-Peak
8/2/2023 1:30,,119.7,4.12,107.32,4.94,2.51,0.81,119.7,Off-Peak
8/2/2023 1:45,,117.85,4.11,107.62,4.86,1.22,0.04,117.85,Off-Peak
8/2/2023 2:00,,118.62,4.11,106.42,5.1,2.38,0.61,118.62,Off-Peak
8/2/2023 2:15,,118.44,4.11,107.51,4.7,1.86,0.26,118.44,Off-Peak
8/2/2023 2:30,,117.33,4.11,105.87,5.22,1.75,0.38,117.33,Off-Peak
8/2/2023 2:45,,116.62,4.11,105.01,4.63,2.38,0.49,116.62,Off-Peak
8/2/2023 3:00,,116.02,4.1,105.04,5.31,1.43,0.14,116.02,Off-Peak
8/2/2023 3:15,,115.47,4.11,103.63,4.67,2.33,0.73,115.47,Off-Peak
8/2/2023 3:30,,114.51,4.12,103.42,5.17,1.8,0,114.51,Off-Peak
8/2/2023 3:45,,117.74,4.11,106.21,4.8,1.82,0.8,117.74,Off-Peak
8/2/2023 4:00,,117.29,4.14,105.78,5.01,2.29,0.07,117.29,Off-Peak
8/2/2023 4:15,,117.37,4.08,106.19,4.98,1.59,0.53,117.37,Off-Peak
8/2/2023 4:30,,118.33,4.11,106.74,4.85,2.29,0.34,118.33,Off-Peak
8/2/2023 4:45,,117.32,4.09,106.1,5.13,1.74,0.26,117.32,Off-Peak
8/2/2023 5:00,,117.83,4.14,106.47,4.71,1.87,0.64,117.83,Off-Peak
8/2/2023 5:15,,121.53,4.15,109.97,5.25,2.16,0,121.53,Off-Peak
8/2/2023 5:30,,152.78,29.19,116.42,4.61,1.73,0.83,152.78,Off-Peak
8/2/2023 5:45,,581,68.84,188.45,222.23,84.19,17.29,581,Off-Peak
8/2/2023 6:00,,1341.61,97.02,56.8,872.56,138.42,176.81,1341.61,Off-Peak
8/2/2023 6:15,,1368.79,97.42,57.05,848.34,139.04,226.94,1368.79,Off-Peak
8/2/2023 6:30,,1383.71,97.95,56.42,856.49,143.14,229.71,1383.71,Off-Peak
8/2/2023 6:45,,1312.69,98.05,56.89,804.98,140.46,212.31,1312.69,Off-Peak
8/2/2023 7:00,,1331.14,98.09,57.18,817.85,140.41,217.61,1331.14,Off-Peak
8/2/2023 7:15,,1408.13,98.14,56.59,876.29,140.32,236.79,1408.13,Off-Peak
8/2/2023 7:30,,1406.56,98.07,56.57,875.21,140.04,236.67,1406.56,Off-Peak
8/2/2023 7:45,,1417.01,98.12,57.08,883.15,139.9,238.76,1417.01,Off-Peak
8/2/2023 8:00,,1423.57,98.36,56.61,887.88,140.07,240.65,1423.57,Off-Peak
8/2/2023 8:15,,1494,98.4,56.51,944.93,138.79,255.37,1494,Off-Peak
8/2/2023 8:30,,1638.37,98.62,160.02,923.54,210.11,246.08,1638.37,Off-Peak
8/2/2023 8:45,,1849.1,98.8,380.49,909.35,222.2,238.26,1849.1,Off-Peak
8/2/2023 9:00,1817.11,,98.82,371.71,888.98,224.15,233.45,1817.11,On-Peak
8/2/2023 9:15,1822.52,,99.07,373.07,893.55,224.83,232,1822.52,On-Peak
8/2/2023 9:30,1862.22,,99.31,383.29,919.15,224.07,236.4,1862.22,On-Peak
8/2/2023 9:45,1867.46,,99.38,388.19,919.76,224.19,235.94,1867.46,On-Peak
8/2/2023 10:00,1857.52,,99.42,385.24,912.68,224.53,235.65,1857.52,On-Peak
8/2/2023 10:15,1862.02,,99.56,384.48,917.4,223.79,236.79,1862.02,On-Peak
8/2/2023 10:30,1864.5,,99.58,385.97,918.62,224.62,235.71,1864.5,On-Peak
8/2/2023 10:45,1885.52,,99.55,392.76,931.7,224.19,237.32,1885.52,On-Peak
8/2/2023 11:00,1900.68,,99.57,397.96,942.19,223.92,237.04,1900.68,On-Peak
8/2/2023 11:15,1897.26,,99.57,398.27,936.06,224.66,238.7,1897.26,On-Peak
8/2/2023 11:30,1907.98,,99.54,399.46,945.93,223.64,239.41,1907.98,On-Peak
8/2/2023 11:45,1921.65,,99.51,403.82,951.68,224.66,241.98,1921.65,On-Peak
8/2/2023 12:00,1768.11,,99.51,410.05,963.42,224.33,70.8,1768.11,On-Peak
8/2/2023 12:15,1797.92,,99.48,437.96,998.85,223.67,37.96,1797.92,On-Peak
8/2/2023 12:30,1970.71,,99.42,432.09,997.55,224.62,217.03,1970.71,On-Peak
8/2/2023 12:45,1956.4,,99.45,411.97,980.19,223.57,241.22,1956.4,On-Peak
8/2/2023 13:00,1941.84,,99.5,408.77,969.73,224.08,239.76,1941.84,On-Peak
8/2/2023 13:15,1947.57,,99.48,408.6,973.41,224.44,241.64,1947.57,On-Peak
8/2/2023 13:30,1989.16,,99.49,418.91,988.9,232.5,249.36,1989.16,On-Peak
8/2/2023 13:45,2008.29,,98.31,416.33,988.07,259.47,246.11,2008.29,On-Peak
8/2/2023 14:00,1996.35,,98.11,411.58,983.66,258.53,244.47,1996.35,On-Peak
8/2/2023 14:15,2000.46,,98.17,411.99,986.87,258.86,244.57,2000.46,On-Peak
8/2/2023 14:30,2007.61,,97.97,412.68,989.02,259.51,248.43,2007.61,On-Peak
8/2/2023 14:45,2015.55,,97.9,416.07,993.05,258.29,250.24,2015.55,On-Peak
8/2/2023 15:00,2013.64,,98.04,417.3,991.4,259.25,247.65,2013.64,On-Peak
8/2/2023 15:15,2017.24,,98.12,419.05,993.11,258.94,248.02,2017.24,On-Peak
8/2/2023 15:30,2011.56,,97.97,418.16,989.74,258.71,246.98,2011.56,On-Peak
8/2/2023 15:45,1996.29,,98.11,417.83,972.39,260.79,247.17,1996.29,On-Peak
8/2/2023 16:00,1840.14,,98.1,416.64,970.11,258.52,96.77,1840.14,On-Peak
8/2/2023 16:15,1853.15,,98.15,454.96,1011.85,265.74,22.45,1853.15,On-Peak
8/2/2023 16:30,1883.78,,98.9,458.01,1022.21,282.37,22.29,1883.78,On-Peak
8/2/2023 16:45,1926.42,,98,469.81,1021.3,289.8,47.51,1926.42,On-Peak
8/2/2023 17:00,2119.82,,98,467.07,1014.15,292.15,248.45,2119.82,On-Peak
8/2/2023 17:15,1970.34,,98.04,402.22,951.83,285.46,232.79,1970.34,On-Peak
8/2/2023 17:30,1880.95,,98.39,312.16,965.84,300.22,204.34,1880.95,On-Peak
8/2/2023 17:45,1796.1,,98.33,275.37,937.2,281.81,203.39,1796.1,On-Peak
8/2/2023 18:00,1466.34,,97.44,232.75,771.31,181.25,183.59,1466.34,On-Peak
8/2/2023 18:15,966.81,,96.25,198.35,394.48,137.18,140.55,966.81,On-Peak
8/2/2023 18:30,897.81,,91.62,213.49,324.11,92.98,175.61,897.81,On-Peak
8/2/2023 18:45,852.95,,91.27,201.27,306.23,91.45,162.73,852.95,On-Peak
8/2/2023 19:00,844.18,,91.13,196.7,304.23,91.57,160.55,844.18,On-Peak
8/2/2023 19:15,822.37,,91.04,187.61,297.94,91.36,154.42,822.37,On-Peak
8/2/2023 19:30,782.13,,90.97,170.17,287.3,91.66,142.03,782.13,On-Peak
8/2/2023 19:45,781.79,,90.92,170.14,287.64,91.55,141.54,781.79,On-Peak
8/2/2023 20:00,779.99,,91.16,169.11,287.54,91.47,140.71,779.99,On-Peak
8/2/2023 20:15,756.52,,90.66,155.01,283.99,90.46,136.4,756.52,On-Peak
8/2/2023 20:30,707.75,,90.18,137.59,274.59,88.87,116.52,707.75,On-Peak
8/2/2023 20:45,582.61,,88.83,137.43,274.02,81.45,0.88,582.61,On-Peak
8/2/2023 21:00,563.44,,87.55,132.07,266.72,76.21,0.89,563.44,On-Peak
8/2/2023 21:15,547.19,,87.38,125.24,257.52,76.16,0.89,547.19,On-Peak
8/2/2023 21:30,419.26,,70.81,125.78,160.71,60.74,1.22,419.26,On-Peak
8/2/2023 21:45,289.72,,53.68,124.68,82.72,27.9,0.74,289.72,On-Peak
8/2/2023 22:00,,212.42,22.2,126,45.43,18.1,0.69,212.42,Off-Peak
8/2/2023 22:15,,142.8,3.36,126.24,9.51,3.49,0.2,142.8,Off-Peak
8/2/2023 22:30,,142.26,3.03,127.39,9.31,2.38,0.15,142.26,Off-Peak
8/2/2023 22:45,,142,3.06,126.72,10,2.05,0.17,142,Off-Peak
8/2/2023 23:00,,141.44,2.81,126.3,9.79,2.42,0.12,141.44,Off-Peak
8/2/2023 23:15,,141.67,2.75,126.64,9.95,2.16,0.17,141.67,Off-Peak
8/2/2023 23:30,,142.27,2.76,127.6,9.6,2.2,0.11,142.27,Off-Peak
8/2/2023 23:45,,143.34,2.77,127.82,9.85,2.74,0.16,143.34,Off-Peak
9/2/2023 0:00,,135.85,2.66,126.61,4.37,1.87,0.34,135.85,Off-Peak
9/2/2023 0:15,,136.83,0.18,128.48,4.98,2.41,0.78,136.83,Off-Peak
9/2/2023 0:30,,136.88,2.33,128.54,4.52,1.49,0,136.88,Off-Peak
9/2/2023 0:45,,140.2,1.77,130.58,4.93,2.21,0.71,140.2,Off-Peak
9/2/2023 1:00,,136.89,0,130.05,4.59,2.04,0.21,136.89,Off-Peak
9/2/2023 1:15,,137.11,0,130.28,4.84,1.59,0.4,137.11,Off-Peak
9/2/2023 1:30,,137.82,0,130.06,4.74,2.49,0.53,137.82,Off-Peak
9/2/2023 1:45,,135.95,0,129.71,4.78,1.39,0.07,135.95,Off-Peak
9/2/2023 2:00,,138.63,0,130.69,4.84,2.27,0.83,138.63,Off-Peak
9/2/2023 2:15,,136.43,0,129.69,4.72,2.02,0,136.43,Off-Peak
9/2/2023 2:30,,136.76,0,129.52,4.93,1.62,0.69,136.76,Off-Peak
9/2/2023 2:45,,137.4,0,129.98,4.69,2.54,0.19,137.4,Off-Peak
9/2/2023 3:00,,136.03,0,129.24,5.01,1.3,0.48,136.03,Off-Peak
9/2/2023 3:15,,135.71,0,128.46,4.56,2.29,0.4,135.71,Off-Peak
9/2/2023 3:30,,135.68,0,128.24,5.17,1.99,0.28,135.68,Off-Peak
9/2/2023 3:45,,137.01,0,130.3,4.53,1.6,0.58,137.01,Off-Peak
9/2/2023 4:00,,137.71,0,129.94,5.2,2.48,0.09,137.71,Off-Peak
9/2/2023 4:15,,137.56,0,130.87,4.56,1.34,0.79,137.56,Off-Peak
9/2/2023 4:30,,138.98,0,131.66,5.08,2.24,0,138.98,Off-Peak
9/2/2023 4:45,,139.69,0,132.21,4.7,2.02,0.76,139.69,Off-Peak
9/2/2023 5:00,,139.36,0,132.71,4.96,1.56,0.13,139.36,Off-Peak
9/2/2023 5:15,,145.08,0,137.29,4.85,2.47,0.47,145.08,Off-Peak
9/2/2023 5:30,,473.91,49.09,135.91,65.97,210.71,12.23,473.91,Off-Peak
9/2/2023 5:45,,1344.36,94.48,57.77,289.21,736.03,166.87,1344.36,Off-Peak
9/2/2023 6:00,,1344.94,97.63,58.37,339.4,667,182.54,1344.94,Off-Peak
9/2/2023 6:15,,1331.25,97.5,57.71,336.58,659.88,179.58,1331.25,Off-Peak
9/2/2023 6:30,,1315.14,97.52,57.99,330.62,651.38,177.63,1315.14,Off-Peak
9/2/2023 6:45,,1301.77,97.6,58.51,327.16,644,174.5,1301.77,Off-Peak
9/2/2023 7:00,,1345.49,97.87,58.05,338.36,667.38,183.83,1345.49,Off-Peak
9/2/2023 7:15,,1439.97,97.94,57.84,364.4,718.14,201.65,1439.97,Off-Peak
9/2/2023 7:30,,1449.43,97.98,58.45,365.97,722.67,204.36,1449.43,Off-Peak
9/2/2023 7:45,,1443.59,97.94,58.05,364.83,719.81,202.96,1443.59,Off-Peak
9/2/2023 8:00,,1468.39,97.75,57.73,370.72,734.6,207.59,1468.39,Off-Peak
9/2/2023 8:15,,1532.27,97.92,58.18,388.61,766.85,220.71,1532.27,Off-Peak
9/2/2023 8:30,,1659.12,98.35,55.88,479.67,788.38,236.84,1659.12,Off-Peak
9/2/2023 8:45,,1982.01,98.72,39.18,868.02,742.74,233.35,1982.01,Off-Peak
9/2/2023 9:00,1907.85,,99.97,27.29,849.45,719.18,211.96,1907.85,On-Peak
9/2/2023 9:15,1945.21,,100.12,27.84,875.01,727.24,215,1945.21,On-Peak
9/2/2023 9:30,1977.29,,100.42,27.38,887.57,731.11,230.81,1977.29,On-Peak
9/2/2023 9:45,1943.4,,100.39,27.09,876.24,719.76,219.92,1943.4,On-Peak
9/2/2023 10:00,1984.12,,100.31,27.78,898.18,733.27,224.58,1984.12,On-Peak
9/2/2023 10:15,1998.8,,99.13,27.59,922.58,741.08,208.42,1998.8,On-Peak
9/2/2023 10:30,1954.45,,99.16,27.21,959.85,741.72,126.51,1954.45,On-Peak
9/2/2023 10:45,2029.57,,99.11,27.72,942.4,739.3,221.04,2029.57,On-Peak
9/2/2023 11:00,2048.38,,99.24,41.62,947.55,737.08,222.89,2048.38,On-Peak
9/2/2023 11:15,2050.61,,99.26,54.17,937.8,735.99,223.39,2050.61,On-Peak
9/2/2023 11:30,2036.9,,98.88,53.86,941.34,732.92,209.9,2036.9,On-Peak
9/2/2023 11:45,1795.79,,98.98,53.96,960.82,457.36,224.67,1795.79,On-Peak
9/2/2023 12:00,1627.35,,98.85,39.9,969.79,282.84,235.97,1627.35,On-Peak
9/2/2023 12:15,1635.2,,98.85,37.75,982.15,263.98,252.47,1635.2,On-Peak
9/2/2023 12:30,1668.45,,98.83,38.39,1001.59,263.27,266.37,1668.45,On-Peak
9/2/2023 12:45,1642.96,,98.82,38.21,994.19,245.75,265.99,1642.96,On-Peak
9/2/2023 13:00,1633.55,,98.88,48.09,975.9,245.18,265.5,1633.55,On-Peak
9/2/2023 13:15,1633.96,,98.93,53.53,968.8,246.5,266.2,1633.96,On-Peak
9/2/2023 13:30,1626.27,,96.72,41.24,968.55,253.9,265.86,1626.27,On-Peak
9/2/2023 13:45,1600.05,,87.96,37.5,965.49,243.43,265.67,1600.05,On-Peak
9/2/2023 14:00,1593.56,,87.96,48.41,962.73,229.29,265.17,1593.56,On-Peak
9/2/2023 14:15,1577.53,,77.88,54.3,961.63,219.33,264.39,1577.53,On-Peak
9/2/2023 14:30,1611.19,,73.55,109.89,950.71,219.21,257.83,1611.19,On-Peak
9/2/2023 14:45,1681.75,,73.59,176.8,951.41,222.73,257.22,1681.75,On-Peak
9/2/2023 15:00,1666.96,,73.58,181.5,940.28,218.88,252.72,1666.96,On-Peak
9/2/2023 15:15,1679.08,,73.47,184.95,942.21,224.51,253.94,1679.08,On-Peak
9/2/2023 15:30,1699.13,,73.53,188.14,950.93,229.85,256.68,1699.13,On-Peak
9/2/2023 15:45,1704.45,,73.49,187.8,954.66,230.74,257.76,1704.45,On-Peak
9/2/2023 16:00,1703.81,,73.45,188.08,954.17,230.3,257.81,1703.81,On-Peak
9/2/2023 16:15,1701.3,,73.48,187.97,953.36,230.41,256.08,1701.3,On-Peak
9/2/2023 16:30,1709.5,,73.51,193.69,951.55,233.57,257.18,1709.5,On-Peak
9/2/2023 16:45,1705.41,,79,189.7,946.06,235.67,254.98,1705.41,On-Peak
9/2/2023 17:00,1704.71,,87.86,189.34,938.43,235.8,253.28,1704.71,On-Peak
9/2/2023 17:15,1692.79,,87.8,187.64,930.23,235.39,251.73,1692.79,On-Peak
9/2/2023 17:30,1691.29,,87.8,187.79,929.96,235.44,250.3,1691.29,On-Peak
9/2/2023 17:45,1730.74,,87.78,208.36,945.41,235.25,253.94,1730.74,On-Peak
9/2/2023 18:00,1194.05,,92.2,196.38,474.54,193.23,237.7,1194.05,On-Peak
9/2/2023 18:15,930.39,,97.37,202.2,289.66,148.12,193.04,930.39,On-Peak
9/2/2023 18:30,903.2,,95.79,211.18,270.47,149.88,175.88,903.2,On-Peak
9/2/2023 18:45,885.04,,95.72,213.11,258.23,151.22,166.76,885.04,On-Peak
9/2/2023 19:00,863.54,,95.47,206.24,249.98,150.93,160.92,863.54,On-Peak
9/2/2023 19:15,840.77,,95.28,197.16,241.62,151.3,155.41,840.77,On-Peak
9/2/2023 19:30,823.3,,92.03,191.48,236.76,151.07,151.96,823.3,On-Peak
9/2/2023 19:45,802.23,,84.52,186.04,232.27,151,148.4,802.23,On-Peak
9/2/2023 20:00,782.89,,84.35,179.83,224.79,151.41,142.51,782.89,On-Peak
9/2/2023 20:15,720.02,,89.43,166.9,172,149.71,141.98,720.02,On-Peak
9/2/2023 20:30,591.21,,93.67,171.33,18.91,148.74,158.56,591.21,On-Peak
9/2/2023 20:45,557.69,,90.91,155.27,16,148.51,147,557.69,On-Peak
9/2/2023 21:00,529.13,,90.55,138.96,15.99,148.28,135.35,529.13,On-Peak
9/2/2023 21:15,505.54,,90.17,125.36,15.62,149.11,125.28,505.54,On-Peak
9/2/2023 21:30,369.52,,68.77,114.85,14.49,112.17,59.24,369.52,On-Peak
9/2/2023 21:45,166.83,,51.31,105.43,6.82,2.37,0.9,166.83,On-Peak
9/2/2023 22:00,,127.96,7.04,111.09,7.02,1.91,0.9,127.96,Off-Peak
9/2/2023 22:15,,129.83,6.09,114.2,6.86,1.78,0.9,129.83,Off-Peak
9/2/2023 22:30,,131.72,6.07,115.68,6.86,2.47,0.64,131.72,Off-Peak
9/2/2023 22:45,,132.03,6.21,117.25,6.94,1.26,0.37,132.03,Off-Peak
9/2/2023 23:00,,132.86,6.05,117.13,6.72,2.41,0.55,132.86,Off-Peak
9/2/2023 23:15,,134.46,6.04,119.19,7.08,1.84,0.31,134.46,Off-Peak
9/2/2023 23:30,,135.67,6.07,120.63,6.62,1.79,0.56,135.67,Off-Peak
9/2/2023 23:45,,136.76,6.09,121.02,7.16,2.29,0.2,136.76,Off-Peak
10/2/2023 0:00,,133.26,5.95,118.1,6.57,1.81,0.83,133.26,Off-Peak
10/2/2023 0:15,,133.56,5.98,117.71,7.54,1.92,0.41,133.56,Off-Peak
10/2/2023 0:30,,130.52,6.63,115.2,6.72,1.7,0.27,130.52,Off-Peak
10/2/2023 0:45,,131.96,7.02,115.89,6.85,1.81,0.39,131.96,Off-Peak
10/2/2023 1:00,,131.32,7.02,115.52,6.67,1.78,0.33,131.32,Off-Peak
10/2/2023 1:15,,131.74,6.58,116.09,7.08,1.71,0.28,131.74,Off-Peak
10/2/2023 1:30,,131.45,6.06,115.83,7.23,1.88,0.45,131.45,Off-Peak
10/2/2023 1:45,,130.72,6.02,115.38,7.51,1.64,0.17,130.72,Off-Peak
10/2/2023 2:00,,130.28,6.01,114.55,7.3,1.88,0.54,130.28,Off-Peak
10/2/2023 2:15,,128.89,6.08,113.36,6.82,1.87,0.76,128.89,Off-Peak
10/2/2023 2:30,,128.2,6.08,112.81,7.12,2.19,0,128.2,Off-Peak
10/2/2023 2:45,,127.08,6.06,111.86,6.63,1.75,0.78,127.08,Off-Peak
10/2/2023 3:00,,126.04,6.05,110.49,7.22,2.15,0.13,126.04,Off-Peak
10/2/2023 3:15,,125.81,6.07,110.64,6.57,2.04,0.49,125.81,Off-Peak
10/2/2023 3:30,,125.49,5.96,110.18,7.26,1.66,0.43,125.49,Off-Peak
10/2/2023 3:45,,126.74,6.01,111.49,6.62,2.41,0.21,126.74,Off-Peak
10/2/2023 4:00,,127.21,6.05,111.83,7.1,1.52,0.71,127.21,Off-Peak
10/2/2023 4:15,,127.26,6.05,112.3,6.69,2.22,0,127.26,Off-Peak
10/2/2023 4:30,,127.99,6.04,112.17,6.95,2.02,0.81,127.99,Off-Peak
10/2/2023 4:45,,126.68,6.01,112.14,6.84,1.58,0.11,126.68,Off-Peak
10/2/2023 5:00,,127.95,6.07,112.1,6.79,2.46,0.53,127.95,Off-Peak
10/2/2023 5:15,,130.53,6.07,115.6,7,1.45,0.41,130.53,Off-Peak
10/2/2023 5:30,,219.43,26.78,127.74,46.68,10.77,7.46,219.43,Off-Peak
10/2/2023 5:45,,927.1,87.96,320.23,385.06,111.97,21.88,927.1,Off-Peak
10/2/2023 6:00,,1316.31,96.23,466.95,616.9,114.43,21.8,1316.31,Off-Peak
10/2/2023 6:15,,1566.1,96.6,439.27,892.41,115.39,22.43,1566.1,Off-Peak
10/2/2023 6:30,,1367.48,96.75,275.8,859.32,114.11,21.5,1367.48,Off-Peak
10/2/2023 6:45,,1358.1,96.83,273.9,850.96,114.57,21.84,1358.1,Off-Peak
10/2/2023 7:00,,1381.48,96.85,277.75,870.33,114.75,21.8,1381.48,Off-Peak
10/2/2023 7:15,,1481.79,96.94,308.62,940.95,113.7,21.58,1481.79,Off-Peak
10/2/2023 7:30,,1487.51,97.05,262.11,900.79,181.21,46.35,1487.51,Off-Peak
10/2/2023 7:45,,1643.24,97.13,257.23,886.53,198.88,203.47,1643.24,Off-Peak
10/2/2023 8:00,,1623.68,97.23,245.61,864.43,198.56,217.85,1623.68,Off-Peak
10/2/2023 8:15,,1647.11,97.31,246.58,881.16,198.98,223.08,1647.11,Off-Peak
10/2/2023 8:30,,1653.88,97.43,248.8,886.08,198.13,223.44,1653.88,Off-Peak
10/2/2023 8:45,,1705.1,97.58,258.92,919.96,198.95,229.69,1705.1,Off-Peak
10/2/2023 9:00,1675.29,,97.7,254.61,899.39,198.51,225.08,1675.29,On-Peak
10/2/2023 9:15,1693.74,,97.8,256.89,911.11,198.03,229.91,1693.74,On-Peak
10/2/2023 9:30,1723.12,,98.13,262.87,927.87,198.85,235.4,1723.12,On-Peak
10/2/2023 9:45,1729.38,,98.26,266.38,930.1,198.07,236.57,1729.38,On-Peak
10/2/2023 10:00,1733.94,,98.36,266.57,933.3,198.45,237.26,1733.94,On-Peak
10/2/2023 10:15,1717.12,,98.37,267.4,914.24,198.35,238.76,1717.12,On-Peak
10/2/2023 10:30,1719.39,,98.45,285.66,943.45,190.48,201.35,1719.39,On-Peak
10/2/2023 10:45,1732.52,,98.31,300.97,978.14,189.7,165.4,1732.52,On-Peak
10/2/2023 11:00,1852.85,,98.94,306.28,1010.45,193.58,243.6,1852.85,On-Peak
10/2/2023 11:15,1780.78,,100.17,298.93,969.36,191.09,221.23,1780.78,On-Peak
10/2/2023 11:30,1792.4,,100.1,303.74,975.98,189.32,223.26,1792.4,On-Peak
10/2/2023 11:45,1871.81,,100.34,311.34,1015.43,195.26,249.44,1871.81,On-Peak
10/2/2023 12:00,1857.75,,98.62,312.36,1002.6,195.42,248.75,1857.75,On-Peak
10/2/2023 12:15,1846.59,,98.55,308.7,995.01,195.29,249.04,1846.59,On-Peak
10/2/2023 12:30,1787.26,,98.46,288.49,960.06,195.16,245.09,1787.26,On-Peak
10/2/2023 12:45,1792.67,,98.49,290.01,962.36,195.13,246.68,1792.67,On-Peak
10/2/2023 13:00,1830.28,,98.39,301.74,985.17,195.17,249.81,1830.28,On-Peak
10/2/2023 13:15,1810.17,,100.6,292.31,971.4,197.06,248.8,1810.17,On-Peak
10/2/2023 13:30,1794.74,,101.17,286.99,964.98,195.04,246.56,1794.74,On-Peak
10/2/2023 13:45,1812.54,,99.25,295.93,962.63,200.21,254.52,1812.54,On-Peak
10/2/2023 14:00,1809.53,,98.35,296.23,954.4,203.71,256.84,1809.53,On-Peak
10/2/2023 14:15,1813.63,,98.49,292.45,960.94,204.74,257.01,1813.63,On-Peak
10/2/2023 14:30,1806.14,,98.55,290.79,956.97,204.51,255.32,1806.14,On-Peak
10/2/2023 14:45,1822.04,,98.54,296.64,966.21,203.98,256.67,1822.04,On-Peak
10/2/2023 15:00,1790.97,,98.42,288.54,946.48,204.67,252.86,1790.97,On-Peak
10/2/2023 15:15,1791.77,,98.23,288.9,948.25,203.23,253.16,1791.77,On-Peak
10/2/2023 15:30,1819.24,,98.24,294.59,965.95,203.72,256.74,1819.24,On-Peak
10/2/2023 15:45,1832.09,,98.21,298.4,975.03,203.4,257.05,1832.09,On-Peak
10/2/2023 16:00,1793.26,,98.24,288.45,949.96,202.71,253.9,1793.26,On-Peak
10/2/2023 16:15,1784.9,,98.24,287.72,941.32,203.74,253.88,1784.9,On-Peak
10/2/2023 16:30,1774.76,,98.26,287.1,935.38,203.22,250.8,1774.76,On-Peak
10/2/2023 16:45,1761.16,,98.2,283.82,929.46,203.64,246.04,1761.16,On-Peak
10/2/2023 17:00,1722.36,,98.2,275.69,904.65,204.4,239.42,1722.36,On-Peak
10/2/2023 17:15,1719.32,,98.18,273.94,906.5,202.8,237.9,1719.32,On-Peak
10/2/2023 17:30,1715,,98.09,272.31,903.76,204.33,236.51,1715,On-Peak
10/2/2023 17:45,1549.63,,98.07,94.94,918.14,194.43,244.05,1549.63,On-Peak
10/2/2023 18:00,1183.05,,93.81,32.31,914.04,113.91,28.98,1183.05,On-Peak
10/2/2023 18:15,1006.05,,90.91,31.04,769.38,92.65,22.07,1006.05,On-Peak
10/2/2023 18:30,974.44,,90.93,31.02,738.78,91.67,22.04,974.44,On-Peak
10/2/2023 18:45,971.51,,90.88,30.54,735.31,92.81,21.97,971.51,On-Peak
10/2/2023 19:00,956.05,,90.77,30.55,720.79,92.51,21.43,956.05,On-Peak
