,Total On-Peak (kW),Total Off-Peak (kW),DP-CH-1 MAIN,DP-CH-2 MAIN,DP-CH-3 MAIN,DP-CH-4 MAIN,DP-CH-5 MAIN,Total kWh,Type_of_Peak
15/2/2023 2:00,,124.16,2.11,114.34,4.64,2.45,0.62,124.16,Off-Peak
15/2/2023 2:15,,122.52,2.11,115.09,4,1.32,0,122.52,Off-Peak
15/2/2023 2:30,,124.56,2.13,114.46,4.67,2.41,0.89,124.56,Off-Peak
15/2/2023 2:45,,122.36,2.1,114.36,4.01,1.88,0.01,122.36,Off-Peak
15/2/2023 3:00,,123.75,2.11,114.54,4.63,1.8,0.67,123.75,Off-Peak
15/2/2023 3:15,,122.81,2.12,113.83,4.13,2.46,0.27,122.81,Off-Peak
15/2/2023 3:30,,122.29,2.1,113.95,4.51,1.33,0.4,122.29,Off-Peak
15/2/2023 3:45,,125.79,2.1,116.54,4.21,2.42,0.52,125.79,Off-Peak
15/2/2023 4:00,,125.29,2.11,116.85,4.35,1.83,0.15,125.29,Off-Peak
15/2/2023 4:15,,125.7,2.09,116.77,4.28,1.78,0.78,125.7,Off-Peak
15/2/2023 4:30,,125.68,2.1,116.9,4.26,2.42,0,125.68,Off-Peak
15/2/2023 4:45,,124.69,2.11,116.09,4.4,1.31,0.78,124.69,Off-Peak
15/2/2023 5:00,,128.99,2.12,120.21,4.18,2.35,0.13,128.99,Off-Peak
15/2/2023 5:15,,134.57,2.12,125.44,4.54,1.92,0.55,134.57,Off-Peak
15/2/2023 5:30,,243.21,58.15,135.36,5.96,43.38,0.36,243.21,Off-Peak
15/2/2023 5:45,,971.5,94.7,290.68,362.18,196.48,27.46,971.5,Off-Peak
15/2/2023 6:00,,1694.64,97.4,295.8,889.89,241.47,170.08,1694.64,Off-Peak
15/2/2023 6:15,,1645.25,97.11,260.52,827,242.81,217.81,1645.25,Off-Peak
15/2/2023 6:30,,1546.55,97.07,232.88,767.17,242.37,207.06,1546.55,Off-Peak
15/2/2023 6:45,,1519.03,97.14,225.82,752.8,241.58,201.69,1519.03,Off-Peak
15/2/2023 7:00,,1573.16,97.35,233.15,790.15,242.21,210.3,1573.16,Off-Peak
15/2/2023 7:15,,1642.37,97.43,254.34,828.68,241.49,220.43,1642.37,Off-Peak
15/2/2023 7:30,,1626.57,97.45,253.65,814.67,241.68,219.12,1626.57,Off-Peak
15/2/2023 7:45,,1587.85,97.6,244.45,790.28,241.84,213.68,1587.85,Off-Peak
15/2/2023 8:00,,1639.28,97.83,255.91,824.79,241.22,219.53,1639.28,Off-Peak
15/2/2023 8:15,,1629.37,96.12,257.83,811.4,244.88,219.14,1629.37,Off-Peak
15/2/2023 8:30,,1633.45,97.85,256.39,815.68,243.93,219.6,1633.45,Off-Peak
15/2/2023 8:45,,1612.14,98.04,253.63,799.04,244.3,217.13,1612.14,Off-Peak
15/2/2023 9:00,1591.48,,98.18,250.09,784.77,244.45,213.99,1591.48,On-Peak
15/2/2023 9:15,1599.94,,98.37,250.92,789.27,243.35,218.03,1599.94,On-Peak
15/2/2023 9:30,1613.3,,98.54,254.65,797.27,244.41,218.43,1613.3,On-Peak
15/2/2023 9:45,1607.08,,98.54,254.2,792.41,244.05,217.88,1607.08,On-Peak
15/2/2023 10:00,1615.09,,98.67,254.77,797.89,243.78,219.98,1615.09,On-Peak
15/2/2023 10:15,1631.21,,98.73,259.34,807.48,244.6,221.06,1631.21,On-Peak
15/2/2023 10:30,1621.82,,98.74,257.7,801.62,243.76,220,1621.82,On-Peak
15/2/2023 10:45,1617.64,,98.79,256.01,799.28,244.38,219.18,1617.64,On-Peak
15/2/2023 11:00,1527.19,,98.87,144.01,820.87,244.46,218.98,1527.19,On-Peak
15/2/2023 11:15,1578.24,,102.75,186.63,823.81,243.53,221.52,1578.24,On-Peak
15/2/2023 11:30,1586.08,,100.97,187.74,831.58,244.59,221.2,1586.08,On-Peak
15/2/2023 11:45,1589.58,,99.33,188.53,836.05,243.72,221.95,1589.58,On-Peak
15/2/2023 12:00,1581.51,,99.01,189.22,827.57,243.98,221.73,1581.51,On-Peak
15/2/2023 12:15,1562.35,,98.68,188.66,808.73,244.22,222.06,1562.35,On-Peak
15/2/2023 12:30,1554.92,,99.41,188.98,802.6,243.04,220.89,1554.92,On-Peak
15/2/2023 12:45,1557.16,,102.32,188.69,802.02,243.83,220.3,1557.16,On-Peak
15/2/2023 13:00,1535.75,,102.37,189.11,785.86,242.87,215.54,1535.75,On-Peak
15/2/2023 13:15,1542.56,,101.59,188.65,801.48,230.67,220.17,1542.56,On-Peak
15/2/2023 13:30,1590.15,,101.61,184.7,850.44,231.95,221.45,1590.15,On-Peak
15/2/2023 13:45,1555.45,,101.79,175.98,825.91,230.41,221.36,1555.45,On-Peak
15/2/2023 14:00,1532.22,,102.83,166.45,810.25,230.96,221.73,1532.22,On-Peak
15/2/2023 14:15,1584.3,,101.93,176.52,852.45,231.32,222.08,1584.3,On-Peak
15/2/2023 14:30,1618.25,,102.57,178,885.02,230.87,221.79,1618.25,On-Peak
15/2/2023 14:45,1578.96,,98.67,175.96,850.91,231.88,221.54,1578.96,On-Peak
15/2/2023 15:00,1566.8,,98.51,175.06,840.15,230.74,222.34,1566.8,On-Peak
15/2/2023 15:15,1611.05,,98.42,174.93,884.48,231.09,222.13,1611.05,On-Peak
15/2/2023 15:30,1606.24,,98.41,173.56,880.86,231.58,221.83,1606.24,On-Peak
15/2/2023 15:45,1570.5,,98.46,172.14,847.42,230.59,221.89,1570.5,On-Peak
15/2/2023 16:00,1598.43,,98.35,170.93,874.68,231.82,222.65,1598.43,On-Peak
15/2/2023 16:15,1616.91,,98.34,171.29,893.84,230.98,222.46,1616.91,On-Peak
15/2/2023 16:30,1587.69,,98.42,171.36,865.5,230.95,221.46,1587.69,On-Peak
15/2/2023 16:45,1574.32,,98.38,170.97,851.59,231.55,221.83,1574.32,On-Peak
15/2/2023 17:00,1580.03,,98.33,172,857.73,230.5,221.47,1580.03,On-Peak
15/2/2023 17:15,1596.61,,98.36,171.72,874.4,231.56,220.57,1596.61,On-Peak
15/2/2023 17:30,1548.86,,98.37,167.6,831.5,230.21,221.18,1548.86,On-Peak
15/2/2023 17:45,1518.81,,98.19,159.7,809.91,230.3,220.71,1518.81,On-Peak
15/2/2023 18:00,1433.18,,98.14,134.5,762.88,231.04,206.62,1433.18,On-Peak
15/2/2023 18:15,929.03,,98.15,92.6,339.65,214.3,184.33,929.03,On-Peak
15/2/2023 18:30,707.15,,95.44,57.05,251.65,137.97,165.04,707.15,On-Peak
15/2/2023 18:45,709.89,,95.36,58.1,255.58,133.42,167.43,709.89,On-Peak
15/2/2023 19:00,718.76,,95.36,62.38,253.21,141.2,166.61,718.76,On-Peak
15/2/2023 19:15,721.14,,95.31,62.04,253.58,142.06,168.15,721.14,On-Peak
15/2/2023 19:30,721.12,,95.21,62.56,253.88,141.1,168.37,721.12,On-Peak
15/2/2023 19:45,719.91,,95.17,62.44,253.37,141.8,167.13,719.91,On-Peak
15/2/2023 20:00,713.27,,95.01,62.07,250.24,141.79,164.16,713.27,On-Peak
15/2/2023 20:15,702.03,,94.77,62.52,244.49,141.16,159.09,702.03,On-Peak
15/2/2023 20:30,685.77,,94.2,62.62,235.24,142.32,151.39,685.77,On-Peak
15/2/2023 20:45,638.89,,94.01,62.11,209.06,141.3,132.41,638.89,On-Peak
15/2/2023 21:00,611.64,,93.74,62.43,192.2,141.93,121.34,611.64,On-Peak
15/2/2023 21:15,534.98,,93.09,63.09,173.88,141.62,63.3,534.98,On-Peak
15/2/2023 21:30,393.66,,73.4,86.63,149.12,83.29,1.22,393.66,On-Peak
15/2/2023 21:45,310.88,,57.54,101.93,125.66,24.69,1.06,310.88,On-Peak
15/2/2023 22:00,,212.83,23.8,103.01,69.02,16.01,0.99,212.83,Off-Peak
15/2/2023 22:15,,124.63,3.6,103.21,14.44,3.09,0.29,124.63,Off-Peak
15/2/2023 22:30,,124.84,2.79,109.4,10.27,2.05,0.33,124.84,Off-Peak
15/2/2023 22:45,,125.65,2.2,116.93,4.34,1.4,0.78,125.65,Off-Peak
15/2/2023 23:00,,125.25,2.2,116.43,4.06,2.49,0.07,125.25,Off-Peak
15/2/2023 23:15,,123.2,2.13,114.33,4.25,1.63,0.86,123.2,Off-Peak
15/2/2023 23:30,,122.01,2.13,113.7,4.14,2.04,0,122.01,Off-Peak
15/2/2023 23:45,,122.26,2.11,112.86,4.2,2.3,0.79,122.26,Off-Peak
16/2/2023 0:00,,114.14,2.14,106.72,3.96,1.18,0.14,114.14,Off-Peak
16/2/2023 0:15,,113.69,2.8,105.21,3.11,2.29,0.28,113.69,Off-Peak
16/2/2023 0:30,,111.41,3.22,102.84,2.45,2.55,0.35,111.41,Off-Peak
16/2/2023 0:45,,113.17,3.14,104.01,3.01,2.59,0.42,113.17,Off-Peak
16/2/2023 1:00,,114.36,2.75,104.63,4.09,2.28,0.61,114.36,Off-Peak
16/2/2023 1:15,,113.16,2.69,104.74,4.23,1.43,0.07,113.16,Off-Peak
16/2/2023 1:30,,113.26,2.12,103.73,4.06,2.51,0.84,113.26,Off-Peak
16/2/2023 1:45,,111.95,2.15,103.96,4.29,1.55,0,111.95,Off-Peak
16/2/2023 2:00,,111.9,2.12,102.85,3.99,2.19,0.75,111.9,Off-Peak
16/2/2023 2:15,,110.84,2.13,101.99,4.36,2.18,0.18,110.84,Off-Peak
16/2/2023 2:30,,110.14,2.12,102.11,3.93,1.49,0.49,110.14,Off-Peak
16/2/2023 2:45,,111.9,2.11,102.54,4.37,2.46,0.42,111.9,Off-Peak
16/2/2023 3:00,,113.13,2.15,105.34,3.87,1.54,0.23,113.13,Off-Peak
16/2/2023 3:15,,115.96,2.15,106.57,4.44,2.11,0.69,115.96,Off-Peak
16/2/2023 3:30,,112.34,2.13,104.18,3.83,2.2,0,112.34,Off-Peak
16/2/2023 3:45,,115.41,2.13,106.35,4.54,1.5,0.89,115.41,Off-Peak
16/2/2023 4:00,,111.85,2.13,103.41,3.82,2.45,0.04,111.85,Off-Peak
16/2/2023 4:15,,113.24,2.12,104.42,4.48,1.6,0.62,113.24,Off-Peak
16/2/2023 4:30,,111.82,2.11,103.44,3.89,2.06,0.32,111.82,Off-Peak
16/2/2023 4:45,,110.46,2.12,101.44,4.34,2.21,0.35,110.46,Off-Peak
16/2/2023 5:00,,109.73,2.13,101.57,3.9,1.54,0.59,109.73,Off-Peak
16/2/2023 5:15,,113.17,2.12,104.33,4.25,2.37,0.1,113.17,Off-Peak
16/2/2023 5:30,,411.05,70.28,129.97,81.98,114.17,14.65,411.05,Off-Peak
16/2/2023 5:45,,1076.94,96.34,60.96,303.38,502.68,113.58,1076.94,Off-Peak
16/2/2023 6:00,,1310.09,96.54,61.28,370.16,590.09,192.02,1310.09,Off-Peak
16/2/2023 6:15,,1212.12,96.56,60.79,347.03,530.9,176.84,1212.12,Off-Peak
16/2/2023 6:30,,1170.31,96.77,61.63,334.76,508.3,168.85,1170.31,Off-Peak
16/2/2023 6:45,,1169.13,96.77,61.99,332.87,509.5,168,1169.13,Off-Peak
16/2/2023 7:00,,1218.19,96.88,61.47,345.55,536.65,177.64,1218.19,Off-Peak
16/2/2023 7:15,,1275.54,96.93,61.58,362.19,566.78,188.06,1275.54,Off-Peak
16/2/2023 7:30,,1279.33,97.08,62.05,360.64,570,189.56,1279.33,Off-Peak
16/2/2023 7:45,,1289.89,97.14,61.62,363.96,575.05,192.12,1289.89,Off-Peak
16/2/2023 8:00,,1305.06,97.38,61.49,368.77,582.63,194.79,1305.06,Off-Peak
16/2/2023 8:15,,1324.79,97.39,62.13,374.25,592.07,198.95,1324.79,Off-Peak
16/2/2023 8:30,,1367.7,97.43,61.93,385.06,615.85,207.43,1367.7,Off-Peak
16/2/2023 8:45,,1377.49,97.45,61.49,388.76,619.21,210.58,1377.49,Off-Peak
16/2/2023 9:00,1357.25,,97.58,61.87,382.16,609.75,205.89,1357.25,On-Peak
16/2/2023 9:15,1383.75,,97.61,62.11,389.54,624.86,209.63,1383.75,On-Peak
16/2/2023 9:30,1459.49,,97.66,61.58,397.49,687.17,215.59,1459.49,On-Peak
16/2/2023 9:45,1472.94,,97.88,61.58,396.8,699.97,216.71,1472.94,On-Peak
16/2/2023 10:00,1479.49,,98.18,62.15,398.89,701.69,218.58,1479.49,On-Peak
16/2/2023 10:15,1451.11,,98.3,61.96,391.68,685.11,214.06,1451.11,On-Peak
16/2/2023 10:30,1467.94,,98.63,61.69,395.59,696.38,215.65,1467.94,On-Peak
16/2/2023 10:45,1508.91,,99.92,62.22,415.83,709.81,221.13,1508.91,On-Peak
16/2/2023 11:00,1493.39,,99.85,62.3,404.89,705.54,220.81,1493.39,On-Peak
16/2/2023 11:15,1484.7,,99.06,61.73,402.29,700.3,221.32,1484.7,On-Peak
16/2/2023 11:30,1523.4,,98.87,61.93,432.12,709.05,221.43,1523.4,On-Peak
16/2/2023 11:45,1529.51,,98.19,62.3,433.64,713.91,221.47,1529.51,On-Peak
16/2/2023 12:00,1523.24,,98.16,61.69,428.37,713.38,221.64,1523.24,On-Peak
16/2/2023 12:15,1518.11,,98.18,61.61,426.49,710.09,221.74,1518.11,On-Peak
16/2/2023 12:30,1520.5,,98.18,62.09,428.77,709.89,221.57,1520.5,On-Peak
16/2/2023 12:45,1521.65,,98.15,61.76,431.94,708.62,221.18,1521.65,On-Peak
16/2/2023 13:00,1521.55,,98.15,61.44,432.33,708.44,221.19,1521.55,On-Peak
16/2/2023 13:15,1530.82,,98.16,61.98,436.42,712.93,221.33,1530.82,On-Peak
16/2/2023 13:30,1536.46,,98.14,62.19,438.54,716.25,221.34,1536.46,On-Peak
16/2/2023 13:45,1538.21,,98.18,61.49,441.39,716.59,220.56,1538.21,On-Peak
16/2/2023 14:00,1546.52,,99.57,55.72,450,720.27,220.96,1546.52,On-Peak
16/2/2023 14:15,1534.66,,89.95,56.61,450.05,716.92,221.13,1534.66,On-Peak
16/2/2023 14:30,1541.95,,90.43,61.97,450.54,717.86,221.15,1541.95,On-Peak
16/2/2023 14:45,1552.53,,99.61,61.91,450.26,720.02,220.73,1552.53,On-Peak
16/2/2023 15:00,1546.31,,99.62,62.38,448.4,714.95,220.96,1546.31,On-Peak
16/2/2023 15:15,1544.38,,99.54,62.32,446.57,714.86,221.09,1544.38,On-Peak
16/2/2023 15:30,1537.76,,99.51,61.85,441.92,713.42,221.06,1537.76,On-Peak
16/2/2023 15:45,1543.65,,99.48,62.18,446.01,714.66,221.32,1543.65,On-Peak
16/2/2023 16:00,1534.61,,99.54,62.44,437.19,714.26,221.18,1534.61,On-Peak
16/2/2023 16:15,1522.65,,99.61,62.01,426.47,713,221.56,1522.65,On-Peak
16/2/2023 16:30,1526.1,,99.55,61.91,428.79,714.08,221.77,1526.1,On-Peak
16/2/2023 16:45,1528.54,,99.54,62.67,428.54,715.71,222.08,1528.54,On-Peak
16/2/2023 17:00,1493.01,,99.53,62.38,414.6,695.48,221.02,1493.01,On-Peak
16/2/2023 17:15,1433.11,,99.53,61.87,397.74,660,213.97,1433.11,On-Peak
16/2/2023 17:30,1430.94,,99.51,62.43,396.54,658.86,213.6,1430.94,On-Peak
16/2/2023 17:45,1420.37,,99.55,62.61,395.53,650.59,212.09,1420.37,On-Peak
16/2/2023 18:00,1337.64,,99.56,61.98,375.3,605.74,195.06,1337.64,On-Peak
16/2/2023 18:15,1031.94,,99.58,62.78,296.91,431.73,140.94,1031.94,On-Peak
16/2/2023 18:30,669.82,,99.38,87.65,256.07,93.85,132.87,669.82,On-Peak
16/2/2023 18:45,696.38,,99.36,94.44,269.87,93.94,138.77,696.38,On-Peak
16/2/2023 19:00,695.95,,99.28,94.09,269.99,93.58,139.01,695.95,On-Peak
16/2/2023 19:15,703.93,,99.26,94.73,272.75,94.16,143.03,703.93,On-Peak
16/2/2023 19:30,705.21,,99.15,94.62,274.01,93.79,143.64,705.21,On-Peak
16/2/2023 19:45,704.8,,99.01,94.18,274.13,94.02,143.46,704.8,On-Peak
16/2/2023 20:00,703.34,,98.85,94.58,273.31,94.26,142.34,703.34,On-Peak
16/2/2023 20:15,693.07,,98.75,94.83,267.71,93.83,137.95,693.07,On-Peak
16/2/2023 20:30,687.01,,98.47,94.15,264.68,94.57,135.14,687.01,On-Peak
16/2/2023 20:45,648.21,,98.04,94.26,243.28,93.71,118.92,648.21,On-Peak
16/2/2023 21:00,617.98,,97.76,94.66,225.4,94.05,106.11,617.98,On-Peak
16/2/2023 21:15,541.67,,93.23,90.16,205.86,93.89,58.53,541.67,On-Peak
16/2/2023 21:30,310.63,,82.46,125.67,72.93,28.68,0.89,310.63,On-Peak
16/2/2023 21:45,206.54,,81.93,109.92,11.35,2.45,0.89,206.54,On-Peak
16/2/2023 22:00,,177.94,57.61,114.81,2.96,1.66,0.9,177.94,Off-Peak
16/2/2023 22:15,,122.07,2.05,114.1,2.91,2.11,0.9,122.07,Off-Peak
16/2/2023 22:30,,122.19,2.49,114.57,2.82,2.12,0.19,122.19,Off-Peak
16/2/2023 22:45,,123.97,5.11,110.34,6.03,1.71,0.78,123.97,Off-Peak
16/2/2023 23:00,,115.76,4.01,103.55,5.74,2.33,0.13,115.76,Off-Peak
16/2/2023 23:15,,115.98,4.01,103.43,6.04,1.75,0.75,115.98,Off-Peak
16/2/2023 23:30,,116.19,4,104.36,5.66,2.08,0.09,116.19,Off-Peak
16/2/2023 23:45,,116.18,4.02,103.3,6.07,1.99,0.8,116.18,Off-Peak
17/2/2023 0:00,,112.66,4.24,98.3,7.19,2.53,0.4,112.66,Off-Peak
17/2/2023 0:15,,110.9,3.95,91.04,10.83,3.55,1.53,110.9,Off-Peak
17/2/2023 0:30,,97.93,3.1,86.54,6.3,1.45,0.54,97.93,Off-Peak
17/2/2023 0:45,,98.79,3.28,87.06,6.42,1.55,0.48,98.79,Off-Peak
17/2/2023 1:00,,98.45,3.28,86.78,6.25,1.52,0.62,98.45,Off-Peak
17/2/2023 1:15,,98.79,3.08,87.21,6.63,1.46,0.41,98.79,Off-Peak
17/2/2023 1:30,,98.86,2.83,87.01,6.78,1.6,0.64,98.86,Off-Peak
17/2/2023 1:45,,98.27,2.82,86.67,7.03,1.4,0.35,98.27,Off-Peak
17/2/2023 2:00,,98.38,2.81,86.35,6.84,1.61,0.77,98.38,Off-Peak
17/2/2023 2:15,,97.94,2.83,86.16,7.22,1.47,0.26,97.94,Off-Peak
17/2/2023 2:30,,98.11,2.84,85.68,7.27,1.5,0.82,98.11,Off-Peak
17/2/2023 2:45,,97.3,2.83,85.47,7.19,1.56,0.25,97.3,Off-Peak
17/2/2023 3:00,,97.78,2.83,85.35,7.36,1.46,0.78,97.78,Off-Peak
17/2/2023 3:15,,97.05,2.84,85.2,7.11,1.55,0.35,97.05,Off-Peak
17/2/2023 3:30,,97.5,2.83,85.15,7.41,1.48,0.63,97.5,Off-Peak
17/2/2023 3:45,,98.2,2.83,86.28,7.1,1.5,0.49,98.2,Off-Peak
17/2/2023 4:00,,98.57,2.83,86.27,7.43,1.55,0.49,98.57,Off-Peak
17/2/2023 4:15,,98.65,2.82,86.62,7.1,1.48,0.63,98.65,Off-Peak
17/2/2023 4:30,,98.7,2.82,86.6,7.37,1.52,0.39,98.7,Off-Peak
17/2/2023 4:45,,98.72,2.83,86.46,7.18,1.5,0.75,98.72,Off-Peak
17/2/2023 5:00,,98.53,2.85,86.65,7.27,1.49,0.27,98.53,Off-Peak
17/2/2023 5:15,,106.6,5.67,89,8.72,2.41,0.8,106.6,Off-Peak
17/2/2023 5:30,,256.79,40.83,104.34,56.21,49,6.41,256.79,Off-Peak
17/2/2023 5:45,,891.38,87.49,142.34,358.83,231.95,70.77,891.38,Off-Peak
17/2/2023 6:00,,1403.81,94.02,153.25,659.25,319.96,177.33,1403.81,Off-Peak
17/2/2023 6:15,,1312.24,95.14,114.62,648.55,284.43,169.5,1312.24,Off-Peak
17/2/2023 6:30,,1138.78,96.75,62.42,579.27,259.6,140.74,1138.78,Off-Peak
17/2/2023 6:45,,1127.79,96.68,63,570.1,260.31,137.7,1127.79,Off-Peak
17/2/2023 7:00,,1172.07,96.84,62.66,603.84,259.5,149.23,1172.07,Off-Peak
17/2/2023 7:15,,1220.77,96.98,62.22,642.33,259.14,160.1,1220.77,Off-Peak
17/2/2023 7:30,,1220.3,97.16,62.91,640.29,259.68,160.26,1220.3,Off-Peak
17/2/2023 7:45,,1225.81,97.22,62.82,645.57,258.2,162,1225.81,Off-Peak
17/2/2023 8:00,,1265.76,97.44,62.41,668.71,259.42,177.78,1265.76,Off-Peak
17/2/2023 8:15,,1285.13,97.5,62.64,681.55,258.9,184.54,1285.13,Off-Peak
17/2/2023 8:30,,1298.79,97.6,63.05,691.7,258.6,187.84,1298.79,Off-Peak
17/2/2023 8:45,,1290.01,97.73,62.5,684.33,259.4,186.05,1290.01,Off-Peak
17/2/2023 9:00,1277.47,,97.79,62.39,676.58,257.98,182.73,1277.47,On-Peak
17/2/2023 9:15,1301.12,,97.97,62.99,692.78,258.84,188.54,1301.12,On-Peak
17/2/2023 9:30,1324.76,,98.27,62.66,715.5,258.69,189.64,1324.76,On-Peak
17/2/2023 9:45,1307.96,,98.34,62.29,706.4,258.16,182.77,1307.96,On-Peak
17/2/2023 10:00,1336.66,,99.71,62.7,727.2,258.99,188.06,1336.66,On-Peak
17/2/2023 10:15,1377.84,,100.1,62.9,760.04,257.91,196.89,1377.84,On-Peak
17/2/2023 10:30,1432.06,,100.23,62.18,810.84,258.56,200.25,1432.06,On-Peak
17/2/2023 10:45,1405.81,,100.28,62.57,785.82,259.16,197.98,1405.81,On-Peak
17/2/2023 11:00,1363.83,,100.27,62.98,747.3,257.56,195.72,1363.83,On-Peak
17/2/2023 11:15,1399.77,,100.28,62.63,778.56,259.07,199.23,1399.77,On-Peak
17/2/2023 11:30,1435.51,,100.24,62.34,815.01,257.97,199.95,1435.51,On-Peak
17/2/2023 11:45,1435.95,,100.28,63.09,814.07,258.15,200.36,1435.95,On-Peak
17/2/2023 12:00,1437.39,,100.07,62.76,816.04,258.29,200.23,1437.39,On-Peak
17/2/2023 12:15,1395.6,,99.92,62.18,775.88,257.25,200.37,1395.6,On-Peak
17/2/2023 12:30,1378.04,,99.99,62.61,759.47,257.62,198.35,1378.04,On-Peak
17/2/2023 12:45,1382.64,,99.94,62.96,763.97,257.41,198.36,1382.64,On-Peak
17/2/2023 13:00,1400.56,,99.85,62.32,781.76,256.73,199.9,1400.56,On-Peak
17/2/2023 13:15,1388.16,,99.9,62.36,768.99,257.38,199.53,1388.16,On-Peak
17/2/2023 13:30,1406.76,,99.75,62.85,787.66,256.81,199.69,1406.76,On-Peak
17/2/2023 13:45,1433.31,,99.74,62.63,814.52,256.95,199.47,1433.31,On-Peak
17/2/2023 14:00,1399.68,,99.82,62.27,781.3,256.78,199.51,1399.68,On-Peak
17/2/2023 14:15,1427.09,,99.79,62.88,808.4,256.49,199.53,1427.09,On-Peak
17/2/2023 14:30,1452.63,,99.76,62.8,833.84,256.67,199.56,1452.63,On-Peak
17/2/2023 14:45,1422.8,,99.74,62.28,804.62,256.61,199.55,1422.8,On-Peak
17/2/2023 15:00,1374.24,,99.67,62.67,757.38,256.65,197.87,1374.24,On-Peak
17/2/2023 15:15,1394.64,,99.68,62.86,775.95,256.33,199.82,1394.64,On-Peak
17/2/2023 15:30,1432.31,,99.7,62.4,813.14,256.75,200.32,1432.31,On-Peak
17/2/2023 15:45,1424.02,,99.6,62.28,805.34,256.84,199.96,1424.02,On-Peak
17/2/2023 16:00,1402.8,,99.6,62.79,783.55,256.45,200.41,1402.8,On-Peak
17/2/2023 16:15,1401.58,,99.58,62.62,781.93,256.54,200.91,1401.58,On-Peak
17/2/2023 16:30,1380.38,,99.64,62.17,762.27,256.32,199.98,1380.38,On-Peak
17/2/2023 16:45,1372.08,,99.55,62.65,754.77,256.66,198.45,1372.08,On-Peak
17/2/2023 17:00,1365.9,,99.55,62.96,750.48,256.34,196.57,1365.9,On-Peak
17/2/2023 17:15,1362.28,,99.67,62.24,748.77,256.61,194.99,1362.28,On-Peak
17/2/2023 17:30,1340.3,,99.69,62.39,731.78,256.14,190.3,1340.3,On-Peak
17/2/2023 17:45,1304.76,,99.69,62.99,704.4,256.1,181.58,1304.76,On-Peak
17/2/2023 18:00,1237.99,,99.78,62.63,652.74,256.53,166.31,1237.99,On-Peak
17/2/2023 18:15,710.19,,98.11,91.01,269.13,111.88,140.06,710.19,On-Peak
17/2/2023 18:30,681.41,,97,94.61,260.45,95.44,133.91,681.41,On-Peak
17/2/2023 18:45,679.31,,96.98,94.61,259.48,95.33,132.91,679.31,On-Peak
17/2/2023 19:00,678.12,,96.92,93.99,259.39,94.98,132.84,678.12,On-Peak
17/2/2023 19:15,678.96,,96.77,94.33,259.21,95.72,132.93,678.96,On-Peak
17/2/2023 19:30,675.93,,96.79,94.53,258.32,94.57,131.72,675.93,On-Peak
17/2/2023 19:45,673.36,,96.57,94.12,256.76,95.57,130.34,673.36,On-Peak
17/2/2023 20:00,667.93,,96.12,94.1,254.04,95.25,128.42,667.93,On-Peak
17/2/2023 20:15,656.35,,95.99,94.75,247.01,95.1,123.5,656.35,On-Peak
17/2/2023 20:30,636.07,,95.97,94.36,235.15,95.77,114.82,636.07,On-Peak
17/2/2023 20:45,538.81,,95.39,70.06,221.45,94.96,56.95,538.81,On-Peak
17/2/2023 21:00,494.16,,95.23,83.5,217.77,96.78,0.88,494.16,On-Peak
17/2/2023 21:15,488.24,,95.06,97.38,198.45,96.46,0.89,488.24,On-Peak
17/2/2023 21:30,344.51,,90.36,97.24,65.15,90.86,0.9,344.51,On-Peak
17/2/2023 21:45,309.81,,82.74,97.05,37.6,91.53,0.89,309.81,On-Peak
17/2/2023 22:00,,181.11,7.99,102.17,4.56,57.39,9,181.11,Off-Peak
17/2/2023 22:15,,131.19,3.52,101.38,4.58,20.88,0.83,131.19,Off-Peak
17/2/2023 22:30,,116.2,3.54,106.39,4.08,2.04,0.15,116.2,Off-Peak
17/2/2023 22:45,,119.92,3.02,109.97,4.45,1.71,0.77,119.92,Off-Peak
17/2/2023 23:00,,120.62,2.43,111.63,3.97,2.44,0.15,120.62,Off-Peak
17/2/2023 23:15,,120.6,2.3,111.64,4.46,1.51,0.69,120.6,Off-Peak
17/2/2023 23:30,,121.15,2.07,112.68,3.92,2.25,0.23,121.15,Off-Peak
17/2/2023 23:45,,121.98,2.07,112.86,4.48,2.03,0.54,121.98,Off-Peak
18/2/2023 0:00,,118,2.06,109.65,4.05,1.7,0.54,118,Off-Peak
18/2/2023 0:15,,118.75,2.1,110.56,3.27,2.38,0.44,118.75,Off-Peak
18/2/2023 0:30,,114.18,2.15,107.05,2.87,1.7,0.41,114.18,Off-Peak
18/2/2023 0:45,,118.05,2.57,108.68,4.13,2.18,0.49,118.05,Off-Peak
18/2/2023 1:00,,119.38,3.49,109.44,4.11,1.98,0.36,119.38,Off-Peak
18/2/2023 1:15,,119.53,3.48,109.37,4.39,1.85,0.44,119.53,Off-Peak
18/2/2023 1:30,,118.6,3.47,108.42,4.12,2.23,0.36,118.6,Off-Peak
18/2/2023 1:45,,118.17,3.47,108.01,4.31,1.92,0.46,118.17,Off-Peak
18/2/2023 2:00,,118.47,3.47,108.4,4.09,2.1,0.41,118.47,Off-Peak
18/2/2023 2:15,,117.68,3.51,107.62,4.21,1.88,0.46,117.68,Off-Peak
18/2/2023 2:30,,117.12,3.5,107.09,4.21,1.94,0.38,117.12,Off-Peak
18/2/2023 2:45,,117.52,3.47,107.4,4.08,2.07,0.5,117.52,Off-Peak
18/2/2023 3:00,,118.3,3.46,108.15,4.3,2.05,0.34,118.3,Off-Peak
